zone_id,zone_description,timestamp,deformation_mm,gap_mm,vibration_level,temperature,load_estimate,dt,deformation_rate,damage_acceleration,gap_growth_rate,avg_vibration,vibration_sensitivity,temp_change,thermal_effect,sri,dpr,etc,urgency_category,urgency_explanation
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-01 00:00:00,6.0395,0.9053,0.1417,21.09,1082.4,0.0,0.0,0.0,0.0,0.1417,0.0,0.0,0.0,0.02587306300708513,0.0,inf,Monitor,Zone condition is stable (SRI: 0.026). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-01 04:00:00,6.0804,0.9116,0.5836,30.51,617.8,4.0,0.010224997443750567,0.0,0.0015749996062500915,0.36265000000000003,0.02819514476383787,9.420000000000002,0.004341825441419774,0.04941219281383614,0.005884780980492507,127.547279953883,Monitor,Zone condition is stable (SRI: 0.049). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-01 08:00:00,6.126,0.9189,0.1811,28.11,212.6,4.0,0.011399997150000788,0.00029374985312509194,0.001824999543750135,0.3021333333333333,0.037731551473243544,-2.400000000000002,-0.019000007916670076,0.05334445951089383,0.0009830664284978161,759.5168737783471,Monitor,Zone condition is stable (SRI: 0.053). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-01 12:00:00,6.1724,0.9237,0.4597,21.88,1090.3,4.0,0.011599997100000557,4.9999974999948535e-05,0.0011999997000000538,0.4081333333333333,0.028422007541635947,-6.23,-0.007447834261289501,0.05205108496569235,-0.0003233435554644814,inf,Monitor,Zone condition is stable (SRI: 0.052). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-01 16:00:00,6.2163,0.9271,0.5095,8.12,740.8,4.0,0.010974997256250865,-0.00015624992187494272,0.0008499997875000705,0.38343333333333335,0.028622886116747147,-13.76,-0.003190407208605227,0.05125477058665235,-0.00019907854499036379,inf,Monitor,Zone condition is stable (SRI: 0.051). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-01 20:00:00,6.2525,0.9313,0.3356,9.32,1021.6,4.0,0.009049997737500568,-0.0004812497593751342,0.001049999737500061,0.43493333333333334,0.020807733590819232,1.200000000000001,0.030166641527798712,0.046050143245987746,-0.0013011565098770236,inf,Monitor,Zone condition is stable (SRI: 0.046). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-02 00:00:00,6.295,0.9381,0.2676,19.95,373.8,4.0,0.010624997343750548,0.0003937498031250441,0.0016999995750001133,0.3709,0.02864645105769612,10.629999999999999,0.0039981181563387945,0.05205428670906606,0.0015010354905107062,498.2864949025662,Monitor,Zone condition is stable (SRI: 0.052). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-02 04:00:00,6.3355,0.9413,0.1503,29.21,439.9,4.0,0.010124997468750572,-0.00012499993750000968,0.0007999998000000452,0.2511666666666667,0.040311707327312186,9.260000000000002,0.004373649635674959,0.05362962832493559,0.0003938353055085561,1895.1332225313902,Monitor,Zone condition is stable (SRI: 0.054). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-02 08:00:00,6.379,0.9486,0.4256,30.82,820.9,4.0,0.010874997281250647,0.00018749990625004228,0.0018249995437501073,0.2811666666666666,0.03867797962040674,1.6099999999999994,0.027018616758623062,0.05426004894576166,0.00015760511580523872,4731.698887083019,Monitor,Zone condition is stable (SRI: 0.054). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-02 12:00:00,6.4205,0.9547,0.3356,17.35,1179.1,4.0,0.01037499740625067,-0.00012499993750000968,0.0015249996187500939,0.30383333333333334,0.03414688949872026,-13.469999999999999,-0.003080920792941417,0.05290992478365822,-0.0003375309561431217,inf,Monitor,Zone condition is stable (SRI: 0.053). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-02 16:00:00,6.4687,0.9605,0.4432,5.84,269.6,4.0,0.01204999698750087,0.00041874979062510206,0.0014499996375000974,0.4014666666666667,0.03001486293416955,-11.510000000000002,-0.0041876632656527996,0.05437334001391839,0.0003658537161016146,2038.0458832868228,Monitor,Zone condition is stable (SRI: 0.054). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-02 20:00:00,6.5162,0.9631,0.2136,7.22,1037.0,4.0,0.011874997031250821,-4.374997812501752e-05,0.0006499998375000246,0.33080000000000004,0.03589770596597598,1.38,0.03442026491285175,0.054995751392672786,0.0001556028057878966,4787.858707527732,Monitor,Zone condition is stable (SRI: 0.055). No immediate action required.
East-Pier-Joint,Beam-to-pier connection on east side,2024-01-03 00:00:00,6.5666,0.9692,0.2527,18.19,412.6,4.0,0.012599996850000732,0.00018124990937500024,0.0015249996187500939,0.30316666666666664,0.04156114993573655,10.970000000000002,0.004594347803614582,0.05835942127486809,0.0008409172603195106,881.9423904360604,Monitor,Zone condition is stable (SRI: 0.058). No immediate action required.
